NC_009144.2	chr1
NW_019643379.1	chrUn
NW_019643380.1	chrUn
NW_019643381.1	chrUn
NW_019643382.1	chrUn
NW_019643383.1	chrUn
NW_019643384.1	chrUn
NW_019643385.1	chrUn
NW_019643386.1	chrUn
NW_019643387.1	chrUn
NW_019643388.1	chrUn
NW_019643389.1	chrUn
NW_019643390.1	chrUn
NW_019643391.1	chrUn
NW_019643392.1	chrUn
NW_019643393.1	chrUn
NW_019643394.1	chrUn
NW_019643395.1	chrUn
NW_019643396.1	chrUn
NW_019643397.1	chrUn
NW_019643398.1	chrUn
NW_019643399.1	chrUn
NW_019643400.1	chrUn
NW_019643401.1	chrUn
NW_019643402.1	chrUn
NW_019643403.1	chrUn
NW_019643404.1	chrUn
NW_019643405.1	chrUn
NW_019643406.1	chrUn
NW_019643407.1	chrUn
NW_019643408.1	chrUn
NW_019643409.1	chrUn
NW_019643410.1	chrUn
NW_019643411.1	chrUn
NW_019643412.1	chrUn
NW_019643413.1	chrUn
NW_019643414.1	chrUn
NW_019643415.1	chrUn
NW_019643416.1	chrUn
NW_019643417.1	chrUn
NW_019643418.1	chrUn
NW_019643419.1	chrUn
NW_019643420.1	chrUn
NW_019643421.1	chrUn
NW_019643422.1	chrUn
NW_019643423.1	chrUn
NW_019643424.1	chrUn
NW_019643425.1	chrUn
NW_019643426.1	chrUn
NW_019643427.1	chrUn
NW_019643428.1	chrUn
NW_019643429.1	chrUn
NW_019643430.1	chrUn
NW_019643431.1	chrUn
NW_019643432.1	chrUn
NW_019643433.1	chrUn
NW_019643434.1	chrUn
NW_019643435.1	chrUn
NW_019643436.1	chrUn
NW_019643437.1	chrUn
NW_019643438.1	chrUn
NW_019643439.1	chrUn
NW_019643440.1	chrUn
NW_019643441.1	chrUn
NW_019643442.1	chrUn
NW_019643443.1	chrUn
NW_019643444.1	chrUn
NW_019643445.1	chrUn
NW_019643446.1	chrUn
NW_019643447.1	chrUn
NW_019643448.1	chrUn
NW_019643449.1	chrUn
NW_019643450.1	chrUn
NW_019643451.1	chrUn
NW_019643452.1	chrUn
NW_019643453.1	chrUn
NW_019643454.1	chrUn
NW_019643455.1	chrUn
NW_019643456.1	chrUn
NW_019643457.1	chrUn
NW_019643458.1	chrUn
NW_019643459.1	chrUn
NW_019643460.1	chrUn
NW_019643461.1	chrUn
NW_019643462.1	chrUn
NW_019643463.1	chrUn
NW_019643464.1	chrUn
NW_019643465.1	chrUn
NW_019643466.1	chrUn
NW_019643467.1	chrUn
NW_019643468.1	chrUn
NW_019643469.1	chrUn
NW_019643470.1	chrUn
NW_019643471.1	chrUn
NW_019643472.1	chrUn
NW_019643473.1	chrUn
NW_019643474.1	chrUn
NW_019643475.1	chrUn
NW_019643476.1	chrUn
NW_019643477.1	chrUn
NW_019643478.1	chrUn
NW_019643479.1	chrUn
NW_019643480.1	chrUn
NW_019643481.1	chrUn
NW_019643482.1	chrUn
NW_019643483.1	chrUn
NW_019643484.1	chrUn
NW_019643485.1	chrUn
NW_019643486.1	chrUn
NW_019643487.1	chrUn
NW_019643488.1	chrUn
NW_019643489.1	chrUn
NW_019643490.1	chrUn
NW_019643491.1	chrUn
NW_019643492.1	chrUn
NW_019643493.1	chrUn
NW_019643494.1	chrUn
NW_019643495.1	chrUn
NW_019643496.1	chrUn
NW_019643497.1	chrUn
NW_019643498.1	chrUn
NW_019643499.1	chrUn
NW_019643500.1	chrUn
NW_019643501.1	chrUn
NW_019643502.1	chrUn
NW_019643503.1	chrUn
NW_019643504.1	chrUn
NW_019643505.1	chrUn
NW_019643506.1	chrUn
NW_019643507.1	chrUn
NW_019643508.1	chrUn
NW_019643509.1	chrUn
NW_019643510.1	chrUn
NW_019643511.1	chrUn
NW_019643512.1	chrUn
NW_019643513.1	chrUn
NW_019643514.1	chrUn
NW_019643515.1	chrUn
NW_019643516.1	chrUn
NW_019643517.1	chrUn
NW_019643518.1	chrUn
NW_019643519.1	chrUn
NW_019643520.1	chrUn
NW_019643521.1	chrUn
NW_019643522.1	chrUn
NW_019643523.1	chrUn
NW_019643524.1	chrUn
NW_019643525.1	chrUn
NW_019643526.1	chrUn
NW_019643527.1	chrUn
NW_019643528.1	chrUn
NW_019643529.1	chrUn
NW_019643530.1	chrUn
NW_019643531.1	chrUn
NW_019643532.1	chrUn
NW_019643533.1	chrUn
NW_019643534.1	chrUn
NW_019643535.1	chrUn
NW_019643536.1	chrUn
NW_019643537.1	chrUn
NW_019643538.1	chrUn
NW_019643539.1	chrUn
NW_019643540.1	chrUn
NW_019643541.1	chrUn
NW_019643542.1	chrUn
NW_019643543.1	chrUn
NW_019643544.1	chrUn
NW_019643545.1	chrUn
NW_019643546.1	chrUn
NW_019643547.1	chrUn
NW_019643548.1	chrUn
NW_019643549.1	chrUn
NW_019643550.1	chrUn
NW_019643551.1	chrUn
NW_019643552.1	chrUn
NW_019643553.1	chrUn
NW_019643554.1	chrUn
NW_019643555.1	chrUn
NW_019643556.1	chrUn
NW_019643557.1	chrUn
NW_019643558.1	chrUn
NW_019643559.1	chrUn
NW_019643560.1	chrUn
NW_019643561.1	chrUn
NW_019643562.1	chrUn
NW_019643563.1	chrUn
NW_019643564.1	chrUn
NW_019643565.1	chrUn
NW_019643566.1	chrUn
NW_019643567.1	chrUn
NW_019643568.1	chrUn
NW_019643569.1	chrUn
NW_019643570.1	chrUn
NW_019643571.1	chrUn
NW_019643572.1	chrUn
NW_019643573.1	chrUn
NW_019643574.1	chrUn
NW_019643575.1	chrUn
NW_019643576.1	chrUn
NW_019643577.1	chrUn
NW_019643578.1	chrUn
NW_019643579.1	chrUn
NW_019643580.1	chrUn
NW_019643581.1	chrUn
NW_019643582.1	chrUn
NW_019643583.1	chrUn
NW_019643584.1	chrUn
NW_019643585.1	chrUn
NW_019643586.1	chrUn
NW_019643587.1	chrUn
NW_019643588.1	chrUn
NW_019643589.1	chrUn
NW_019643590.1	chrUn
NW_019643591.1	chrUn
NW_019643592.1	chrUn
NW_019643593.1	chrUn
NW_019643594.1	chrUn
NW_019643595.1	chrUn
NW_019643596.1	chrUn
NW_019643597.1	chrUn
NW_019643598.1	chrUn
NW_019643599.1	chrUn
NW_019643600.1	chrUn
NW_019643601.1	chrUn
NW_019643602.1	chrUn
NW_019643603.1	chrUn
NW_019643604.1	chrUn
NW_019643605.1	chrUn
NW_019643606.1	chrUn
NW_019643607.1	chrUn
NW_019643608.1	chrUn
NW_019643609.1	chrUn
NW_019643610.1	chrUn
NW_019643611.1	chrUn
NW_019643612.1	chrUn
NW_019643613.1	chrUn
NW_019643614.1	chrUn
NW_019643615.1	chrUn
NW_019643616.1	chrUn
NW_019643617.1	chrUn
NW_019643618.1	chrUn
NW_019643619.1	chrUn
NW_019643620.1	chrUn
NW_019643621.1	chrUn
NW_019643622.1	chrUn
NW_019643623.1	chrUn
NW_019643624.1	chrUn
NW_019643625.1	chrUn
NW_019643626.1	chrUn
NW_019643627.1	chrUn
NW_019643628.1	chrUn
NW_019643629.1	chrUn
NW_019643630.1	chrUn
NW_019643631.1	chrUn
NW_019643632.1	chrUn
NW_019643633.1	chrUn
NW_019643634.1	chrUn
NW_019643635.1	chrUn
NW_019643636.1	chrUn
NW_019643637.1	chrUn
NW_019643638.1	chrUn
NW_019643639.1	chrUn
NW_019643640.1	chrUn
NW_019643641.1	chrUn
NW_019643642.1	chrUn
NW_019643643.1	chrUn
NW_019643644.1	chrUn
NW_019643645.1	chrUn
NW_019643646.1	chrUn
NW_019643647.1	chrUn
NW_019643648.1	chrUn
NW_019643649.1	chrUn
NW_019643650.1	chrUn
NW_019643651.1	chrUn
NW_019643652.1	chrUn
NW_019643653.1	chrUn
NW_019643654.1	chrUn
NW_019643655.1	chrUn
NW_019643656.1	chrUn
NW_019643657.1	chrUn
NW_019643658.1	chrUn
NW_019643659.1	chrUn
NW_019643660.1	chrUn
NW_019643661.1	chrUn
NW_019643662.1	chrUn
NW_019643663.1	chrUn
NW_019643664.1	chrUn
NW_019643665.1	chrUn
NW_019643666.1	chrUn
NW_019643667.1	chrUn
NW_019643668.1	chrUn
NW_019643669.1	chrUn
NW_019643670.1	chrUn
NW_019643671.1	chrUn
NW_019643672.1	chrUn
NW_019643673.1	chrUn
NW_019643674.1	chrUn
NW_019643675.1	chrUn
NW_019643676.1	chrUn
NW_019643677.1	chrUn
NW_019643678.1	chrUn
NW_019643679.1	chrUn
NW_019643680.1	chrUn
NW_019643681.1	chrUn
NW_019643682.1	chrUn
NW_019643683.1	chrUn
NW_019643684.1	chrUn
NW_019643685.1	chrUn
NW_019643686.1	chrUn
NW_019643687.1	chrUn
NW_019643688.1	chrUn
NW_019643689.1	chrUn
NW_019643690.1	chrUn
NW_019643691.1	chrUn
NW_019643692.1	chrUn
NW_019643693.1	chrUn
NW_019643694.1	chrUn
NW_019643695.1	chrUn
NW_019643696.1	chrUn
NW_019643697.1	chrUn
NW_019643698.1	chrUn
NW_019643699.1	chrUn
NW_019643700.1	chrUn
NW_019643701.1	chrUn
NW_019643702.1	chrUn
NW_019643703.1	chrUn
NW_019643704.1	chrUn
NW_019643705.1	chrUn
NW_019643706.1	chrUn
NW_019643707.1	chrUn
NW_019643708.1	chrUn
NW_019643709.1	chrUn
NW_019643710.1	chrUn
NW_019643711.1	chrUn
NW_019643712.1	chrUn
NW_019643713.1	chrUn
NW_019643714.1	chrUn
NW_019643715.1	chrUn
NW_019643716.1	chrUn
NW_019643717.1	chrUn
NW_019643718.1	chrUn
NW_019643719.1	chrUn
NW_019643720.1	chrUn
NW_019643721.1	chrUn
NW_019643722.1	chrUn
NW_019643723.1	chrUn
NW_019643724.1	chrUn
NW_019643725.1	chrUn
NW_019643726.1	chrUn
NW_019643727.1	chrUn
NW_019643728.1	chrUn
NW_019643729.1	chrUn
NW_019643730.1	chrUn
NW_019643731.1	chrUn
NW_019643732.1	chrUn
NW_019643733.1	chrUn
NW_019643734.1	chrUn
NW_019643735.1	chrUn
NW_019643736.1	chrUn
NW_019643737.1	chrUn
NW_019643738.1	chrUn
NW_019643739.1	chrUn
NW_019643740.1	chrUn
NW_019643741.1	chrUn
NW_019643742.1	chrUn
NW_019643743.1	chrUn
NW_019643744.1	chrUn
NW_019643745.1	chrUn
NW_019643746.1	chrUn
NW_019643747.1	chrUn
NW_019643748.1	chrUn
NW_019643749.1	chrUn
NW_019643750.1	chrUn
NW_019643751.1	chrUn
NW_019643752.1	chrUn
NW_019643753.1	chrUn
NW_019643754.1	chrUn
NW_019643755.1	chrUn
NW_019643756.1	chrUn
NW_019643757.1	chrUn
NW_019643758.1	chrUn
NW_019643759.1	chrUn
NW_019643760.1	chrUn
NW_019643761.1	chrUn
NW_019643762.1	chrUn
NW_019643763.1	chrUn
NW_019643764.1	chrUn
NW_019643765.1	chrUn
NW_019643766.1	chrUn
NW_019643767.1	chrUn
NW_019643768.1	chrUn
NW_019643769.1	chrUn
NW_019643770.1	chrUn
NW_019643771.1	chrUn
NW_019643772.1	chrUn
NW_019643773.1	chrUn
NW_019643774.1	chrUn
NW_019643775.1	chrUn
NW_019643776.1	chrUn
NW_019643777.1	chrUn
NW_019643778.1	chrUn
NW_019643779.1	chrUn
NW_019643780.1	chrUn
NW_019643781.1	chrUn
NW_019643782.1	chrUn
NW_019643783.1	chrUn
NW_019643784.1	chrUn
NW_019643785.1	chrUn
NW_019643786.1	chrUn
NW_019643787.1	chrUn
NW_019643788.1	chrUn
NW_019643789.1	chrUn
NW_019643790.1	chrUn
NW_019643791.1	chrUn
NW_019643792.1	chrUn
NW_019643793.1	chrUn
NW_019643794.1	chrUn
NW_019643795.1	chrUn
NW_019643796.1	chrUn
NW_019643797.1	chrUn
NW_019643798.1	chrUn
NW_019643799.1	chrUn
NW_019643800.1	chrUn
NW_019643801.1	chrUn
NW_019643802.1	chrUn
NW_019643803.1	chrUn
NW_019643804.1	chrUn
NW_019643805.1	chrUn
NW_019643806.1	chrUn
NW_019643807.1	chrUn
NW_019643808.1	chrUn
NW_019643809.1	chrUn
NW_019643810.1	chrUn
NW_019643811.1	chrUn
NW_019643812.1	chrUn
NW_019643813.1	chrUn
NW_019643814.1	chrUn
NW_019643815.1	chrUn
NW_019643816.1	chrUn
NW_019643817.1	chrUn
NW_019643818.1	chrUn
NW_019643819.1	chrUn
NW_019643820.1	chrUn
NW_019643821.1	chrUn
NW_019643822.1	chrUn
NW_019643823.1	chrUn
NW_019643824.1	chrUn
NW_019643825.1	chrUn
NW_019643826.1	chrUn
NW_019643827.1	chrUn
NW_019643828.1	chrUn
NW_019643829.1	chrUn
NW_019643830.1	chrUn
NW_019643831.1	chrUn
NW_019643832.1	chrUn
NW_019643833.1	chrUn
NW_019643834.1	chrUn
NW_019643835.1	chrUn
NW_019643836.1	chrUn
NW_019643837.1	chrUn
NW_019643838.1	chrUn
NW_019643839.1	chrUn
NW_019643840.1	chrUn
NW_019643841.1	chrUn
NW_019643842.1	chrUn
NW_019643843.1	chrUn
NW_019643844.1	chrUn
NW_019643845.1	chrUn
NW_019643846.1	chrUn
NW_019643847.1	chrUn
NW_019643848.1	chrUn
NW_019643849.1	chrUn
NW_019643850.1	chrUn
NW_019643851.1	chrUn
NW_019643852.1	chrUn
NW_019643853.1	chrUn
NW_019643854.1	chrUn
NW_019643855.1	chrUn
NW_019643856.1	chrUn
NW_019643857.1	chrUn
NW_019643858.1	chrUn
NW_019643859.1	chrUn
NW_019643860.1	chrUn
NW_019643861.1	chrUn
NW_019643862.1	chrUn
NW_019643863.1	chrUn
NW_019643864.1	chrUn
NW_019643865.1	chrUn
NW_019643866.1	chrUn
NW_019643867.1	chrUn
NW_019643868.1	chrUn
NW_019643869.1	chrUn
NW_019643870.1	chrUn
NW_019643871.1	chrUn
NW_019643872.1	chrUn
NW_019643873.1	chrUn
NW_019643874.1	chrUn
NW_019643875.1	chrUn
NW_019643876.1	chrUn
NW_019643877.1	chrUn
NW_019643878.1	chrUn
NW_019643879.1	chrUn
NW_019643880.1	chrUn
NW_019643881.1	chrUn
NW_019643882.1	chrUn
NW_019643883.1	chrUn
NW_019643884.1	chrUn
NW_019643885.1	chrUn
NW_019643886.1	chrUn
NW_019643887.1	chrUn
NW_019643888.1	chrUn
NW_019643889.1	chrUn
NW_019643890.1	chrUn
NW_019643891.1	chrUn
NW_019643892.1	chrUn
NW_019643893.1	chrUn
NW_019643894.1	chrUn
NW_019643895.1	chrUn
NW_019643896.1	chrUn
NW_019643897.1	chrUn
NW_019643898.1	chrUn
NW_019643899.1	chrUn
NW_019643900.1	chrUn
NW_019643901.1	chrUn
NW_019643902.1	chrUn
NW_019643903.1	chrUn
NW_019643904.1	chrUn
NW_019643905.1	chrUn
NW_019643906.1	chrUn
NW_019643907.1	chrUn
NW_019643908.1	chrUn
NW_019643909.1	chrUn
NW_019643910.1	chrUn
NW_019643911.1	chrUn
NW_019643912.1	chrUn
NW_019643913.1	chrUn
NW_019643914.1	chrUn
NW_019643915.1	chrUn
NW_019643916.1	chrUn
NW_019643917.1	chrUn
NW_019643918.1	chrUn
NW_019643919.1	chrUn
NW_019643920.1	chrUn
NW_019643921.1	chrUn
NW_019643922.1	chrUn
NW_019643923.1	chrUn
NW_019643924.1	chrUn
NW_019643925.1	chrUn
NW_019643926.1	chrUn
NW_019643927.1	chrUn
NW_019643928.1	chrUn
NW_019643929.1	chrUn
NW_019643930.1	chrUn
NW_019643931.1	chrUn
NW_019643932.1	chrUn
NW_019643933.1	chrUn
NW_019643934.1	chrUn
NW_019643935.1	chrUn
NW_019643936.1	chrUn
NW_019643937.1	chrUn
NW_019643938.1	chrUn
NW_019643939.1	chrUn
NW_019643940.1	chrUn
NW_019643941.1	chrUn
NW_019643942.1	chrUn
NW_019643943.1	chrUn
NW_019643944.1	chrUn
NW_019643945.1	chrUn
NW_019643946.1	chrUn
NW_019643947.1	chrUn
NW_019643948.1	chrUn
NW_019643949.1	chrUn
NW_019643950.1	chrUn
NW_019643951.1	chrUn
NW_019643952.1	chrUn
NW_019643953.1	chrUn
NW_019643954.1	chrUn
NW_019643955.1	chrUn
NW_019643956.1	chrUn
NW_019643957.1	chrUn
NW_019643958.1	chrUn
NW_019643959.1	chrUn
NW_019643960.1	chrUn
NW_019643961.1	chrUn
NW_019643962.1	chrUn
NW_019643963.1	chrUn
NW_019643964.1	chrUn
NW_019643965.1	chrUn
NW_019643966.1	chrUn
NW_019643967.1	chrUn
NW_019643968.1	chrUn
NW_019643969.1	chrUn
NW_019643970.1	chrUn
NW_019643971.1	chrUn
NW_019643972.1	chrUn
NW_019643973.1	chrUn
NW_019643974.1	chrUn
NW_019643975.1	chrUn
NW_019643976.1	chrUn
NW_019643977.1	chrUn
NW_019643978.1	chrUn
NW_019643979.1	chrUn
NW_019643980.1	chrUn
NW_019643981.1	chrUn
NW_019643982.1	chrUn
NW_019643983.1	chrUn
NW_019643984.1	chrUn
NW_019643985.1	chrUn
NW_019643986.1	chrUn
NW_019643987.1	chrUn
NW_019643988.1	chrUn
NW_019643989.1	chrUn
NW_019643990.1	chrUn
NW_019643991.1	chrUn
NW_019643992.1	chrUn
NW_019643993.1	chrUn
NW_019643994.1	chrUn
NW_019643995.1	chrUn
NW_019643996.1	chrUn
NW_019643997.1	chrUn
NW_019643998.1	chrUn
NW_019643999.1	chrUn
NW_019644000.1	chrUn
NW_019644001.1	chrUn
NW_019644002.1	chrUn
NW_019644003.1	chrUn
NW_019644004.1	chrUn
NW_019644005.1	chrUn
NW_019644006.1	chrUn
NW_019644007.1	chrUn
NW_019644008.1	chrUn
NW_019644009.1	chrUn
NW_019644010.1	chrUn
NW_019644011.1	chrUn
NW_019644012.1	chrUn
NW_019644013.1	chrUn
NW_019644014.1	chrUn
NW_019644015.1	chrUn
NW_019644016.1	chrUn
NW_019644017.1	chrUn
NW_019644018.1	chrUn
NW_019644019.1	chrUn
NW_019644020.1	chrUn
NW_019644021.1	chrUn
NW_019644022.1	chrUn
NW_019644023.1	chrUn
NW_019644024.1	chrUn
NW_019644025.1	chrUn
NW_019644026.1	chrUn
NW_019644027.1	chrUn
NW_019644028.1	chrUn
NW_019644029.1	chrUn
NW_019644030.1	chrUn
NW_019644031.1	chrUn
NW_019644032.1	chrUn
NW_019644033.1	chrUn
NW_019644034.1	chrUn
NW_019644035.1	chrUn
NW_019644036.1	chrUn
NW_019644037.1	chrUn
NW_019644038.1	chrUn
NW_019644039.1	chrUn
NW_019644040.1	chrUn
NW_019644041.1	chrUn
NW_019644042.1	chrUn
NW_019644043.1	chrUn
NW_019644044.1	chrUn
NW_019644045.1	chrUn
NW_019644046.1	chrUn
NW_019644047.1	chrUn
NW_019644048.1	chrUn
NW_019644049.1	chrUn
NW_019644050.1	chrUn
NW_019644051.1	chrUn
NW_019644052.1	chrUn
NW_019644053.1	chrUn
NW_019644054.1	chrUn
NW_019644055.1	chrUn
NW_019644056.1	chrUn
NW_019644057.1	chrUn
NW_019644058.1	chrUn
NW_019644059.1	chrUn
NW_019644060.1	chrUn
NW_019644061.1	chrUn
NW_019644062.1	chrUn
NW_019644063.1	chrUn
NW_019644064.1	chrUn
NW_019644065.1	chrUn
NW_019644066.1	chrUn
NW_019644067.1	chrUn
NW_019644068.1	chrUn
NW_019644069.1	chrUn
NW_019644070.1	chrUn
NW_019644071.1	chrUn
NW_019644072.1	chrUn
NW_019644073.1	chrUn
NW_019644074.1	chrUn
NW_019644075.1	chrUn
NW_019644076.1	chrUn
NW_019644077.1	chrUn
NW_019644078.1	chrUn
NW_019644079.1	chrUn
NW_019644080.1	chrUn
NW_019644081.1	chrUn
NW_019644082.1	chrUn
NW_019644083.1	chrUn
NW_019644084.1	chrUn
NW_019644085.1	chrUn
NW_019644086.1	chrUn
NW_019644087.1	chrUn
NW_019644088.1	chrUn
NW_019644089.1	chrUn
NW_019644090.1	chrUn
NW_019644091.1	chrUn
NW_019644092.1	chrUn
NW_019644093.1	chrUn
NW_019644094.1	chrUn
NW_019644095.1	chrUn
NW_019644096.1	chrUn
NW_019644097.1	chrUn
NW_019644098.1	chrUn
NW_019644099.1	chrUn
NW_019644100.1	chrUn
NW_019644101.1	chrUn
NW_019644102.1	chrUn
NW_019644103.1	chrUn
NW_019644104.1	chrUn
NW_019644105.1	chrUn
NW_019644106.1	chrUn
NW_019644107.1	chrUn
NW_019644108.1	chrUn
NW_019644109.1	chrUn
NW_019644110.1	chrUn
NW_019644111.1	chrUn
NW_019644112.1	chrUn
NW_019644113.1	chrUn
NW_019644114.1	chrUn
NW_019644115.1	chrUn
NW_019644116.1	chrUn
NW_019644117.1	chrUn
NW_019644118.1	chrUn
NW_019644119.1	chrUn
NW_019644120.1	chrUn
NW_019644121.1	chrUn
NW_019644122.1	chrUn
NW_019644123.1	chrUn
NW_019644124.1	chrUn
NW_019644125.1	chrUn
NW_019644126.1	chrUn
NW_019644127.1	chrUn
NW_019644128.1	chrUn
NW_019644129.1	chrUn
NW_019644130.1	chrUn
NW_019644131.1	chrUn
NW_019644132.1	chrUn
NW_019644133.1	chrUn
NW_019644134.1	chrUn
NW_019644135.1	chrUn
NW_019644136.1	chrUn
NW_019644137.1	chrUn
NW_019644138.1	chrUn
NW_019644139.1	chrUn
NW_019644140.1	chrUn
NW_019644141.1	chrUn
NW_019644142.1	chrUn
NW_019644143.1	chrUn
NW_019644144.1	chrUn
NW_019644145.1	chrUn
NW_019644146.1	chrUn
NW_019644147.1	chrUn
NW_019644148.1	chrUn
NW_019644149.1	chrUn
NW_019644150.1	chrUn
NW_019644151.1	chrUn
NW_019644152.1	chrUn
NW_019644153.1	chrUn
NW_019644154.1	chrUn
NW_019644155.1	chrUn
NW_019644156.1	chrUn
NW_019644157.1	chrUn
NW_019644158.1	chrUn
NW_019644159.1	chrUn
NW_019644160.1	chrUn
NW_019644161.1	chrUn
NW_019644162.1	chrUn
NW_019644163.1	chrUn
NW_019644164.1	chrUn
NW_019644165.1	chrUn
NW_019644166.1	chrUn
NW_019644167.1	chrUn
NW_019644168.1	chrUn
NW_019644169.1	chrUn
NW_019644170.1	chrUn
NW_019644171.1	chrUn
NW_019644172.1	chrUn
NW_019644173.1	chrUn
NW_019644174.1	chrUn
NW_019644175.1	chrUn
NW_019644176.1	chrUn
NW_019644177.1	chrUn
NW_019644178.1	chrUn
NW_019644179.1	chrUn
NW_019644180.1	chrUn
NW_019644181.1	chrUn
NW_019644182.1	chrUn
NW_019644183.1	chrUn
NW_019644184.1	chrUn
NW_019644185.1	chrUn
NW_019644186.1	chrUn
NW_019644187.1	chrUn
NW_019644188.1	chrUn
NW_019644189.1	chrUn
NW_019644190.1	chrUn
NW_019644191.1	chrUn
NW_019644192.1	chrUn
NW_019644193.1	chrUn
NW_019644194.1	chrUn
NW_019644195.1	chrUn
NW_019644196.1	chrUn
NW_019644197.1	chrUn
NW_019644198.1	chrUn
NW_019644199.1	chrUn
NW_019644200.1	chrUn
NW_019644201.1	chrUn
NW_019644202.1	chrUn
NW_019644203.1	chrUn
NW_019644204.1	chrUn
NW_019644205.1	chrUn
NW_019644206.1	chrUn
NW_019644207.1	chrUn
NW_019644208.1	chrUn
NW_019644209.1	chrUn
NW_019644210.1	chrUn
NW_019644211.1	chrUn
NW_019644212.1	chrUn
NW_019644213.1	chrUn
NW_019644214.1	chrUn
NW_019644215.1	chrUn
NW_019644216.1	chrUn
NW_019644217.1	chrUn
NW_019644218.1	chrUn
NW_019644219.1	chrUn
NW_019644220.1	chrUn
NW_019644221.1	chrUn
NW_019644222.1	chrUn
NW_019644223.1	chrUn
NW_019644224.1	chrUn
NW_019644225.1	chrUn
NW_019644226.1	chrUn
NW_019644227.1	chrUn
NW_019644228.1	chrUn
NW_019644229.1	chrUn
NW_019644230.1	chrUn
NW_019644231.1	chrUn
NW_019644232.1	chrUn
NW_019644233.1	chrUn
NW_019644234.1	chrUn
NW_019644235.1	chrUn
NW_019644236.1	chrUn
NW_019644237.1	chrUn
NW_019644238.1	chrUn
NW_019644239.1	chrUn
NW_019644240.1	chrUn
NW_019644241.1	chrUn
NW_019644242.1	chrUn
NW_019644243.1	chrUn
NW_019644244.1	chrUn
NW_019644245.1	chrUn
NW_019644246.1	chrUn
NW_019644247.1	chrUn
NW_019644248.1	chrUn
NW_019644249.1	chrUn
NW_019644250.1	chrUn
NW_019644251.1	chrUn
NW_019644252.1	chrUn
NW_019644253.1	chrUn
NW_019644254.1	chrUn
NW_019644255.1	chrUn
NW_019644256.1	chrUn
NW_019644257.1	chrUn
NW_019644258.1	chrUn
NW_019644259.1	chrUn
NW_019644260.1	chrUn
NW_019644261.1	chrUn
NW_019644262.1	chrUn
NW_019644263.1	chrUn
NW_019644264.1	chrUn
NW_019644265.1	chrUn
NW_019644266.1	chrUn
NW_019644267.1	chrUn
NW_019644268.1	chrUn
NW_019644269.1	chrUn
NW_019644270.1	chrUn
NW_019644271.1	chrUn
NW_019644272.1	chrUn
NW_019644273.1	chrUn
NW_019644274.1	chrUn
NW_019644275.1	chrUn
NW_019644276.1	chrUn
NW_019644277.1	chrUn
NW_019644278.1	chrUn
NW_019644279.1	chrUn
NW_019644280.1	chrUn
NW_019644281.1	chrUn
NW_019644282.1	chrUn
NW_019644283.1	chrUn
NW_019644284.1	chrUn
NW_019644285.1	chrUn
NW_019644286.1	chrUn
NW_019644287.1	chrUn
NW_019644288.1	chrUn
NW_019644289.1	chrUn
NW_019644290.1	chrUn
NW_019644291.1	chrUn
NW_019644292.1	chrUn
NW_019644293.1	chrUn
NW_019644294.1	chrUn
NW_019644295.1	chrUn
NW_019644296.1	chrUn
NW_019644297.1	chrUn
NW_019644298.1	chrUn
NW_019644299.1	chrUn
NW_019644300.1	chrUn
NW_019644301.1	chrUn
NW_019644302.1	chrUn
NW_019644303.1	chrUn
NW_019644304.1	chrUn
NW_019644305.1	chrUn
NW_019644306.1	chrUn
NW_019644307.1	chrUn
NW_019644308.1	chrUn
NW_019644309.1	chrUn
NW_019644310.1	chrUn
NW_019644311.1	chrUn
NW_019644312.1	chrUn
NW_019644313.1	chrUn
NW_019644314.1	chrUn
NW_019644315.1	chrUn
NW_019644316.1	chrUn
NW_019644317.1	chrUn
NW_019644318.1	chrUn
NW_019644319.1	chrUn
NW_019644320.1	chrUn
NW_019644321.1	chrUn
NW_019644322.1	chrUn
NW_019644323.1	chrUn
NW_019644324.1	chrUn
NW_019644325.1	chrUn
NW_019644326.1	chrUn
NW_019644327.1	chrUn
NW_019644328.1	chrUn
NW_019644329.1	chrUn
NW_019644330.1	chrUn
NW_019644331.1	chrUn
NW_019644332.1	chrUn
NW_019644333.1	chrUn
NW_019644334.1	chrUn
NW_019644335.1	chrUn
NW_019644336.1	chrUn
NW_019644337.1	chrUn
NW_019644338.1	chrUn
NW_019644339.1	chrUn
NW_019644340.1	chrUn
NW_019644341.1	chrUn
NW_019644342.1	chrUn
NW_019644343.1	chrUn
NW_019644344.1	chrUn
NW_019644345.1	chrUn
NW_019644346.1	chrUn
NW_019644347.1	chrUn
NW_019644348.1	chrUn
NW_019644349.1	chrUn
NW_019644350.1	chrUn
NW_019644351.1	chrUn
NW_019644352.1	chrUn
NW_019644353.1	chrUn
NW_019644354.1	chrUn
NW_019644355.1	chrUn
NW_019644356.1	chrUn
NW_019644357.1	chrUn
NW_019644358.1	chrUn
NW_019644359.1	chrUn
NW_019644360.1	chrUn
NW_019644361.1	chrUn
NW_019644362.1	chrUn
NW_019644363.1	chrUn
NW_019644364.1	chrUn
NW_019644365.1	chrUn
NW_019644366.1	chrUn
NW_019644367.1	chrUn
NW_019644368.1	chrUn
NW_019644369.1	chrUn
NW_019644370.1	chrUn
NW_019644371.1	chrUn
NW_019644372.1	chrUn
NW_019644373.1	chrUn
NW_019644374.1	chrUn
NW_019644375.1	chrUn
NW_019644376.1	chrUn
NW_019644377.1	chrUn
